table_name,column_index,label,domain,column_type
Recipe_adrifonseca.com_September2020_CTA.json.gz,5,ItemList,Recipe,textual
Recipe_adventure-travellers.com_September2020_CTA.json.gz,15,Energy,Recipe,numerical
Recipe_adventuresincooking.com_September2020_CTA.json.gz,19,Energy,Recipe,textual
Recipe_adventuresofb2.com_September2020_CTA.json.gz,1,Recipe/description,Recipe,textual
Recipe_adventuresofmel.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_adventuresofmel.com_September2020_CTA.json.gz,10,Time,Recipe,textual
Recipe_adventuresofmel.com_September2020_CTA.json.gz,1,Recipe/description,Recipe,textual
Recipe_afarmishkindoflife.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_afoodcentriclife.com_September2020_CTA.json.gz,1,Recipe/description,Recipe,textual
Recipe_afoodiestaysfit.com_September2020_CTA.json.gz,15,Energy,Recipe,numerical
Recipe_afoodloverslife.com_September2020_CTA.json.gz,17,Energy,Recipe,textual
Recipe_aforkstale.com_September2020_CTA.json.gz,10,ItemList,Recipe,textual
Recipe_afterorangecounty.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_afterorangecounty.com_September2020_CTA.json.gz,1,ItemList,Recipe,textual
Recipe_agalima.com_September2020_CTA.json.gz,0,ItemList,Recipe,textual
Recipe_agalima.com_September2020_CTA.json.gz,1,Recipe/name,Recipe,textual
Recipe_agirlcalledadri.com_September2020_CTA.json.gz,10,Time,Recipe,textual
Recipe_agirlworthsaving.net_September2020_CTA.json.gz,9,Time,Recipe,textual
Recipe_aheadofthyme.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_aheadofthyme.com_September2020_CTA.json.gz,14,ItemList,Recipe,textual
Recipe_ahealthyhint.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_ahometogrowoldin.com_September2020_CTA.json.gz,10,Time,Recipe,textual
Recipe_ahometogrowoldin.com_September2020_CTA.json.gz,14,Energy,Recipe,textual
Recipe_aileencooks.com_September2020_CTA.json.gz,16,Time,Recipe,textual
Recipe_aimeebroussard.com_September2020_CTA.json.gz,8,Time,Recipe,textual
Recipe_airfryerfanatics.com_September2020_CTA.json.gz,10,Time,Recipe,textual
Recipe_airfryerfanatics.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_airfryerfanatics.com_September2020_CTA.json.gz,19,ItemList,Recipe,textual
Recipe_airfryerfanatics.com_September2020_CTA.json.gz,21,Energy,Recipe,textual
Recipe_akitchenadvisor.com_September2020_CTA.json.gz,10,Energy,Recipe,textual
Recipe_alifeofgeekery.co.uk_September2020_CTA.json.gz,1,ItemList,Recipe,textual
Recipe_alittleinsanity.com_September2020_CTA.json.gz,13,Energy,Recipe,numerical
Recipe_all-desserts.com_September2020_CTA.json.gz,1,ItemList,Recipe,textual
Recipe_all-thats-jas.com_September2020_CTA.json.gz,22,Energy,Recipe,textual
Recipe_alldayieat.com_September2020_CTA.json.gz,3,Recipe/description,Recipe,textual
Recipe_allergyawesomeness.com_September2020_CTA.json.gz,10,Time,Recipe,textual
Recipe_allergyfreealaska.com_September2020_CTA.json.gz,13,RestrictedDiet,Recipe,textual
Recipe_allergykids.co.nz_September2020_CTA.json.gz,11,Energy,Recipe,textual
Recipe_allergylicious.com_September2020_CTA.json.gz,10,Time,Recipe,textual
Recipe_allnaturalideas.com_September2020_CTA.json.gz,11,Time,Recipe,textual
Recipe_allnutritious.com_September2020_CTA.json.gz,10,Time,Recipe,textual
Recipe_allnutritious.com_September2020_CTA.json.gz,12,RestrictedDiet,Recipe,textual
Recipe_allnutritious.com_September2020_CTA.json.gz,16,ItemList,Recipe,textual
Recipe_allnutritious.com_September2020_CTA.json.gz,28,Energy,Recipe,textual
Recipe_allthehealthythings.com_September2020_CTA.json.gz,12,ItemList,Recipe,textual
Recipe_allthehealthythings.com_September2020_CTA.json.gz,17,RestrictedDiet,Recipe,textual
Recipe_allwaysdelicious.com_September2020_CTA.json.gz,13,ItemList,Recipe,textual
Recipe_almondcow.co_September2020_CTA.json.gz,1,Recipe/description,Recipe,textual
Recipe_almostsupermom.com_September2020_CTA.json.gz,2,ItemList,Recipe,textual
Recipe_alwayssavebrand.com_September2020_CTA.json.gz,1,Recipe/description,Recipe,textual
Recipe_amandaseghetti.com_September2020_CTA.json.gz,9,RestrictedDiet,Recipe,textual
Recipe_amorebrand.com_September2020_CTA.json.gz,3,Recipe/description,Recipe,textual
Recipe_appetiteforenergy.com_September2020_CTA.json.gz,12,RestrictedDiet,Recipe,textual
Recipe_artscrackers.com_September2020_CTA.json.gz,11,RestrictedDiet,Recipe,textual
Recipe_asaucykitchen.com_September2020_CTA.json.gz,11,RestrictedDiet,Recipe,textual
Recipe_aseasyasapplepie.com_September2020_CTA.json.gz,1,Recipe/description,Recipe,textual
Recipe_ashlynlincoln.com_September2020_CTA.json.gz,9,RestrictedDiet,Recipe,textual
Recipe_asknestle.in_September2020_CTA.json.gz,1,Recipe/description,Recipe,textual
Recipe_astepinthejourney.com_September2020_CTA.json.gz,10,Recipe/description,Recipe,textual
Recipe_avocadosfrommexico.com_September2020_CTA.json.gz,1,Recipe/description,Recipe,textual
Recipe_badtothebowl.com_September2020_CTA.json.gz,1,Recipe/description,Recipe,textual
Recipe_balancedgrub.com_September2020_CTA.json.gz,2,Recipe/description,Recipe,textual
Recipe_bbc.co.uk_September2020_CTA.json.gz,12,RestrictedDiet,Recipe,textual
Recipe_betweennapsontheporch.net_September2020_CTA.json.gz,1,Recipe/description,Recipe,textual
Recipe_bevspot.com_September2020_CTA.json.gz,8,Recipe/description,Recipe,textual
Recipe_beyondmeresustenance.com_September2020_CTA.json.gz,11,RestrictedDiet,Recipe,textual
Recipe_biggerbolderbaking.com_September2020_CTA.json.gz,0,Recipe/description,Recipe,textual
Recipe_birdsnestbites.com_September2020_CTA.json.gz,2,Recipe/description,Recipe,textual
Recipe_birdsparty.com_September2020_CTA.json.gz,2,Recipe/description,Recipe,textual
Recipe_bistromd.com_September2020_CTA.json.gz,11,RestrictedDiet,Recipe,textual
Recipe_buildyourbite.com_September2020_CTA.json.gz,11,RestrictedDiet,Recipe,textual
Recipe_burgundywine.com_September2020_CTA.json.gz,4,Recipe/description,Recipe,textual
Recipe_butteroverbae.com_September2020_CTA.json.gz,14,RestrictedDiet,Recipe,textual
Recipe_cauldronfoods.co.uk_September2020_CTA.json.gz,10,RestrictedDiet,Recipe,textual
Recipe_chabad.org_September2020_CTA.json.gz,4,RestrictedDiet,Recipe,textual
Recipe_champagne-tastes.com_September2020_CTA.json.gz,10,RestrictedDiet,Recipe,textual
Recipe_chatfieldcourt.com_September2020_CTA.json.gz,11,RestrictedDiet,Recipe,textual
Recipe_cheneetoday.com_September2020_CTA.json.gz,10,RestrictedDiet,Recipe,textual
Restaurant_10best.com_September2020_CTA.json.gz,1,telephone,Restaurant,numerical
Restaurant_10best.com_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_201area.com_September2020_CTA.json.gz,1,Restaurant/name,Restaurant,textual
Restaurant_201area.com_September2020_CTA.json.gz,3,priceRange,Restaurant,textual
Restaurant_207area.com_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_207area.com_September2020_CTA.json.gz,3,priceRange,Restaurant,textual
Restaurant_207area.com_September2020_CTA.json.gz,4,postalCode,Restaurant,numerical
Restaurant_210area.com_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_210area.com_September2020_CTA.json.gz,6,priceRange,Restaurant,textual
Restaurant_212area.com_September2020_CTA.json.gz,1,telephone,Restaurant,textual
Restaurant_214area.com_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_214area.com_September2020_CTA.json.gz,3,priceRange,Restaurant,textual
Restaurant_228area.com_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_228area.com_September2020_CTA.json.gz,3,priceRange,Restaurant,textual
Restaurant_228area.com_September2020_CTA.json.gz,7,postalCode,Restaurant,textual
Restaurant_239area.com_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_239area.com_September2020_CTA.json.gz,5,priceRange,Restaurant,textual
Restaurant_256togo.com_September2020_CTA.json.gz,1,Restaurant/name,Restaurant,textual
Restaurant_27dress.co.uk_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_27dress.co.uk_September2020_CTA.json.gz,2,priceRange,Restaurant,textual
Restaurant_2bite.com_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_2dinein.com_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_2dinein.com_September2020_CTA.json.gz,3,priceRange,Restaurant,textual
Restaurant_2dollardelivery.com_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_301area.com_September2020_CTA.json.gz,1,telephone,Restaurant,textual
Restaurant_312area.com_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_312area.com_September2020_CTA.json.gz,3,priceRange,Restaurant,textual
Restaurant_313area.com_September2020_CTA.json.gz,1,telephone,Restaurant,textual
Restaurant_317area.com_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_317area.com_September2020_CTA.json.gz,4,priceRange,Restaurant,textual
Restaurant_352area.com_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_352area.com_September2020_CTA.json.gz,3,priceRange,Restaurant,textual
Restaurant_360degreesgroup.com_September2020_CTA.json.gz,1,Restaurant/name,Restaurant,textual
Restaurant_360degreesgroup.com_September2020_CTA.json.gz,2,openingHours,Restaurant,textual
Restaurant_360degreesgroup.com_September2020_CTA.json.gz,6,postalCode,Restaurant,numerical
Restaurant_3cornersgrill.com_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_3cornersgrill.com_September2020_CTA.json.gz,3,priceRange,Restaurant,textual
Restaurant_3cornersgrill.com_September2020_CTA.json.gz,4,openingHours,Restaurant,textual
Restaurant_4-food.com_September2020_CTA.json.gz,2,openingHours,Restaurant,textual
Restaurant_404area.com_September2020_CTA.json.gz,1,Restaurant/name,Restaurant,textual
Restaurant_404area.com_September2020_CTA.json.gz,3,priceRange,Restaurant,textual
Restaurant_408area.com_September2020_CTA.json.gz,1,Restaurant/name,Restaurant,textual
Restaurant_408area.com_September2020_CTA.json.gz,3,priceRange,Restaurant,textual
Restaurant_415area.com_September2020_CTA.json.gz,0,Restaurant/name,Restaurant,textual
Restaurant_415area.com_September2020_CTA.json.gz,3,priceRange,Restaurant,textual
Restaurant_480area.com_September2020_CTA.json.gz,1,telephone,Restaurant,textual
Restaurant_480area.com_September2020_CTA.json.gz,3,priceRange,Restaurant,textual
Restaurant_502area.com_September2020_CTA.json.gz,0,telephone,Restaurant,textual
Restaurant_503area.com_September2020_CTA.json.gz,3,priceRange,Restaurant,textual
Restaurant_503area.com_September2020_CTA.json.gz,0,telephone,Restaurant,textual
Restaurant_504area.com_September2020_CTA.json.gz,3,priceRange,Restaurant,textual
Restaurant_512area.com_September2020_CTA.json.gz,4,priceRange,Restaurant,textual
Restaurant_514eats.com_September2020_CTA.json.gz,2,postalCode,Restaurant,textual
Restaurant_561area.com_September2020_CTA.json.gz,4,priceRange,Restaurant,textual
Restaurant_703area.com_September2020_CTA.json.gz,1,telephone,Restaurant,textual
Restaurant_718area.com_September2020_CTA.json.gz,1,telephone,Restaurant,textual
Restaurant_843area.com_September2020_CTA.json.gz,0,telephone,Restaurant,textual
Restaurant_901area.com_September2020_CTA.json.gz,1,telephone,Restaurant,textual
Restaurant_904area.com_September2020_CTA.json.gz,0,telephone,Restaurant,textual
Restaurant_910area.com_September2020_CTA.json.gz,1,telephone,Restaurant,textual
Restaurant_918area.com_September2020_CTA.json.gz,5,postalCode,Restaurant,numerical
Restaurant_aboutdanapoint.com_September2020_CTA.json.gz,6,postalCode,Restaurant,numerical
Restaurant_abuelos.com_September2020_CTA.json.gz,2,openingHours,Restaurant,textual
Restaurant_abuelos.com_September2020_CTA.json.gz,7,postalCode,Restaurant,numerical
Restaurant_acantina-brasseriecorse.fr_September2020_CTA.json.gz,6,addressLocality,Restaurant,textual
Restaurant_acantina-brasseriecorse.fr_September2020_CTA.json.gz,1,telephone,Restaurant,numerical
Restaurant_acantina-brasseriecorse.fr_September2020_CTA.json.gz,4,Boolean,Restaurant,textual
Restaurant_acantina-brasseriecorse.fr_September2020_CTA.json.gz,7,postalCode,Restaurant,numerical
Restaurant_acantina-brasseriecorse.fr_September2020_CTA.json.gz,8,streetAddress,Restaurant,textual
Restaurant_acantina-brasseriecorse.fr_September2020_CTA.json.gz,13,DayOfWeek,Restaurant,textual
Restaurant_africabizinfo.com_September2020_CTA.json.gz,4,streetAddress,Restaurant,textual
Restaurant_africabizinfo.com_September2020_CTA.json.gz,1,telephone,Restaurant,textual
Restaurant_afternoonteaonline.co.uk_September2020_CTA.json.gz,1,telephone,Restaurant,textual
Restaurant_afternoonteaonline.co.uk_September2020_CTA.json.gz,3,Boolean,Restaurant,textual
Restaurant_agfg.com.au_September2020_CTA.json.gz,6,postalCode,Restaurant,numerical
Restaurant_alaferia.fr_September2020_CTA.json.gz,14,addressLocality,Restaurant,textual
Restaurant_alaferia.fr_September2020_CTA.json.gz,1,telephone,Restaurant,numerical
Restaurant_alaferia.fr_September2020_CTA.json.gz,4,Boolean,Restaurant,textual
Restaurant_alaferia.fr_September2020_CTA.json.gz,7,streetAddress,Restaurant,textual
Restaurant_alaferia.fr_September2020_CTA.json.gz,8,postalCode,Restaurant,numerical
Restaurant_alamesacuba.com_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_alamesacuba.com_September2020_CTA.json.gz,4,openingHours,Restaurant,textual
Restaurant_allaboutportugal.pt_September2020_CTA.json.gz,3,openingHours,Restaurant,textual
Restaurant_allbarone.co.uk_September2020_CTA.json.gz,1,telephone,Restaurant,textual
Restaurant_allbiz.com_September2020_CTA.json.gz,6,postalCode,Restaurant,textual
Restaurant_allmenus.com_September2020_CTA.json.gz,1,telephone,Restaurant,textual
Restaurant_amarahotels.com_September2020_CTA.json.gz,2,openingHours,Restaurant,textual
Restaurant_amarahotels.com_September2020_CTA.json.gz,4,postalCode,Restaurant,numerical
Restaurant_amarahotels.com_September2020_CTA.json.gz,5,streetAddress,Restaurant,textual
Restaurant_amarahotels.com_September2020_CTA.json.gz,6,addressLocality,Restaurant,textual
Restaurant_amici-restaurant.co.uk_September2020_CTA.json.gz,8,addressLocality,Restaurant,textual
Restaurant_amici-restaurant.co.uk_September2020_CTA.json.gz,1,telephone,Restaurant,numerical
Restaurant_amici-restaurant.co.uk_September2020_CTA.json.gz,9,postalCode,Restaurant,textual
Restaurant_amici-restaurant.co.uk_September2020_CTA.json.gz,10,streetAddress,Restaurant,textual
Restaurant_anantara.com_September2020_CTA.json.gz,4,addressLocality,Restaurant,textual
Restaurant_apache.ie_September2020_CTA.json.gz,3,openingHours,Restaurant,textual
Restaurant_aruba.com_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_asianfoodnear.me_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_asktanzania.com_September2020_CTA.json.gz,4,addressLocality,Restaurant,textual
Restaurant_atlantaeats.com_September2020_CTA.json.gz,1,openingHours,Restaurant,textual
Restaurant_auberge-episy.com_September2020_CTA.json.gz,7,addressLocality,Restaurant,textual
Restaurant_auberge-episy.com_September2020_CTA.json.gz,8,streetAddress,Restaurant,textual
Restaurant_auberge-episy.com_September2020_CTA.json.gz,9,postalCode,Restaurant,numerical
Restaurant_auberge-episy.com_September2020_CTA.json.gz,13,DayOfWeek,Restaurant,textual
Restaurant_aucklandnz.com_September2020_CTA.json.gz,7,addressLocality,Restaurant,textual
Restaurant_aucklandnz.com_September2020_CTA.json.gz,2,openingHours,Restaurant,textual
Restaurant_ausibiz.com_September2020_CTA.json.gz,8,addressLocality,Restaurant,textual
Restaurant_aux-fourneaux.com_September2020_CTA.json.gz,5,addressLocality,Restaurant,textual
Restaurant_aux-fourneaux.com_September2020_CTA.json.gz,7,postalCode,Restaurant,numerical
Restaurant_aux-fourneaux.com_September2020_CTA.json.gz,10,streetAddress,Restaurant,textual
Restaurant_aux-fourneaux.com_September2020_CTA.json.gz,13,DayOfWeek,Restaurant,textual
Restaurant_avanihotels.com_September2020_CTA.json.gz,2,addressLocality,Restaurant,textual
Restaurant_babamarais.com_September2020_CTA.json.gz,11,addressLocality,Restaurant,textual
Restaurant_babamarais.com_September2020_CTA.json.gz,7,streetAddress,Restaurant,textual
Restaurant_babamarais.com_September2020_CTA.json.gz,9,postalCode,Restaurant,numerical
Restaurant_babamarais.com_September2020_CTA.json.gz,12,DayOfWeek,Restaurant,textual
Restaurant_bartaco.com_September2020_CTA.json.gz,7,postalCode,Restaurant,numerical
Restaurant_bartaco.com_September2020_CTA.json.gz,12,DayOfWeek,Restaurant,textual
Restaurant_beaumontcvb.com_September2020_CTA.json.gz,7,postalCode,Restaurant,numerical
Restaurant_beefobradys.com_September2020_CTA.json.gz,5,addressLocality,Restaurant,textual
Restaurant_beefobradys.com_September2020_CTA.json.gz,6,postalCode,Restaurant,numerical
Restaurant_bertuccis.com_September2020_CTA.json.gz,2,openingHours,Restaurant,textual
Restaurant_beyitjedo.com_September2020_CTA.json.gz,13,DayOfWeek,Restaurant,textual
Restaurant_beyitjedo.com_September2020_CTA.json.gz,6,addressLocality,Restaurant,textual
Restaurant_beyitjedo.com_September2020_CTA.json.gz,7,postalCode,Restaurant,numerical
Restaurant_beyitjedo.com_September2020_CTA.json.gz,9,streetAddress,Restaurant,textual
Restaurant_bistrot-margaux-antibes.fr_September2020_CTA.json.gz,5,addressLocality,Restaurant,textual
Restaurant_bistrot-margaux-antibes.fr_September2020_CTA.json.gz,9,streetAddress,Restaurant,textual
Restaurant_bistrot-margaux-antibes.fr_September2020_CTA.json.gz,12,DayOfWeek,Restaurant,textual
Restaurant_bizioner.com_September2020_CTA.json.gz,2,openingHours,Restaurant,textual
Restaurant_bizireland.com_September2020_CTA.json.gz,5,streetAddress,Restaurant,textual
Restaurant_bizsouthasia.com_September2020_CTA.json.gz,3,addressLocality,Restaurant,textual
Restaurant_bizsouthasia.com_September2020_CTA.json.gz,4,streetAddress,Restaurant,textual
Restaurant_blacklink.co.kr_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_bobs-steakandchop.com_September2020_CTA.json.gz,11,DayOfWeek,Restaurant,textual
Restaurant_bookatable.at_September2020_CTA.json.gz,4,openingHours,Restaurant,textual
Restaurant_bookatable.co.uk_September2020_CTA.json.gz,2,openingHours,Restaurant,textual
Restaurant_braaishackrestaurant.com_September2020_CTA.json.gz,11,addressLocality,Restaurant,textual
Restaurant_braaishackrestaurant.com_September2020_CTA.json.gz,8,streetAddress,Restaurant,textual
Restaurant_braaishackrestaurant.com_September2020_CTA.json.gz,16,DayOfWeek,Restaurant,textual
Restaurant_brasserie-lestival.fr_September2020_CTA.json.gz,9,addressLocality,Restaurant,textual
Restaurant_brasserie-lestival.fr_September2020_CTA.json.gz,8,streetAddress,Restaurant,textual
Restaurant_brasseriedulac59.com_September2020_CTA.json.gz,7,addressLocality,Restaurant,textual
Restaurant_brasseriedulac59.com_September2020_CTA.json.gz,11,streetAddress,Restaurant,textual
Restaurant_brasseriedulac59.com_September2020_CTA.json.gz,12,DayOfWeek,Restaurant,textual
Restaurant_brasserielipp.fr_September2020_CTA.json.gz,13,DayOfWeek,Restaurant,textual
Restaurant_brasserielipp.fr_September2020_CTA.json.gz,7,addressLocality,Restaurant,textual
Restaurant_brasserielipp.fr_September2020_CTA.json.gz,9,streetAddress,Restaurant,textual
Restaurant_bringfido.com_September2020_CTA.json.gz,0,PostalAddress,Restaurant,textual
Restaurant_britishcuisine.co.uk_September2020_CTA.json.gz,5,openingHours,Restaurant,textual
Restaurant_bucadibeppo.com_September2020_CTA.json.gz,3,openingHours,Restaurant,textual
Restaurant_buffetlibre.com.es_September2020_CTA.json.gz,6,streetAddress,Restaurant,textual
Restaurant_cafeducommerce-nogaro.fr_September2020_CTA.json.gz,15,DayOfWeek,Restaurant,textual
Restaurant_canadian2for1pizza.com_September2020_CTA.json.gz,2,openingHours,Restaurant,textual
Restaurant_canadian2for1pizza.com_September2020_CTA.json.gz,9,streetAddress,Restaurant,textual
Restaurant_carnaby.co.uk_September2020_CTA.json.gz,2,openingHours,Restaurant,textual
Restaurant_carrabbas.com_September2020_CTA.json.gz,2,openingHours,Restaurant,textual
Restaurant_casaibericalyon.fr_September2020_CTA.json.gz,8,streetAddress,Restaurant,textual
Restaurant_casaibericalyon.fr_September2020_CTA.json.gz,15,DayOfWeek,Restaurant,textual
Restaurant_catercow.com_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_catercurator.com_September2020_CTA.json.gz,5,streetAddress,Restaurant,textual
Restaurant_changkrankhmer.com_September2020_CTA.json.gz,6,openingHours,Restaurant,textual
Restaurant_charvetandco.fr_September2020_CTA.json.gz,18,DayOfWeek,Restaurant,textual
Restaurant_chefonline.co.uk_September2020_CTA.json.gz,12,DayOfWeek,Restaurant,textual
Restaurant_chezraphy68.com_September2020_CTA.json.gz,13,DayOfWeek,Restaurant,textual
Restaurant_comeleya.com_September2020_CTA.json.gz,9,DayOfWeek,Restaurant,textual
Restaurant_comme-a-la-campagne.fr_September2020_CTA.json.gz,13,DayOfWeek,Restaurant,textual
Restaurant_coopcycle.org_September2020_CTA.json.gz,3,DayOfWeek,Restaurant,textual
Restaurant_creativetourist.com_September2020_CTA.json.gz,8,DayOfWeek,Restaurant,textual
Restaurant_crystalcoastnc.org_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_diningcity.cn_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_discovernorfolk.co.uk_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_dominickssteakhouse.com_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_e-table.gr_September2020_CTA.json.gz,3,Photograph,Restaurant,textual
Restaurant_everythingperu.com_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_fest.lviv.ua_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_food.gg_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_food.je_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_forbestravelguide.com_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_gofood.co.id_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_govegn.com_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_hawaiiantowns.com_September2020_CTA.json.gz,0,PostalAddress,Restaurant,textual
Restaurant_menuonline.fr_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_millenniumhotels.com_September2020_CTA.json.gz,1,PostalAddress,Restaurant,textual
Restaurant_visitorfun.com_September2020_CTA.json.gz,2,Photograph,Restaurant,textual
Restaurant_wheretoeat.com.na_September2020_CTA.json.gz,4,Photograph,Restaurant,textual
